Weather_Date,Store_ID,Temperature_C,Precipitation_mm,Weather_Condition,Batch_ID,Source_File
2023-01-29,S028,13.2,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-01-30,S028,15.2,0.0,Partly Cloudy,api_weather_20260107_105448,api_weather.csv
2023-01-31,S028,18.1,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-02-01,S028,18.0,0.2,Light Drizzle,api_weather_20260107_105448,api_weather.csv
2023-02-02,S028,16.0,0.0,Partly Cloudy,api_weather_20260107_105448,api_weather.csv
2023-02-03,S028,12.8,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-02-04,S028,14.0,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-02-05,S028,18.6,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-02-06,S028,21.7,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-02-07,S028,19.5,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-02-08,S028,15.5,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-02-09,S028,13.0,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-02-10,S028,13.2,0.0,Partly Cloudy,api_weather_20260107_105448,api_weather.csv
2023-02-11,S028,16.3,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-02-12,S028,20.8,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-02-13,S028,16.9,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-02-14,S028,16.9,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-02-15,S028,19.6,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-02-16,S028,13.6,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-02-17,S028,12.3,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-02-18,S028,12.5,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-02-19,S028,13.4,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-02-20,S028,15.3,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-02-21,S028,19.1,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-02-22,S028,21.5,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-02-23,S028,23.0,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-02-24,S028,22.0,0.0,Mainly Clear,api_weather_20260107_105448,api_weather.csv
2023-02-25,S028,22.3,0.0,Partly Cloudy,api_weather_20260107_105448,api_weather.csv
2023-02-26,S028,23.7,0.0,Partly Cloudy,api_weather_20260107_105448,api_weather.csv
2023-02-27,S028,23.6,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-02-28,S028,20.5,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-03-01,S028,19.8,0.1,Light Drizzle,api_weather_20260107_105448,api_weather.csv
2023-03-02,S028,21.3,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-03-03,S028,22.0,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-03-04,S028,24.4,0.0,Mainly Clear,api_weather_20260107_105448,api_weather.csv
2023-03-05,S028,25.6,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-03-06,S028,25.8,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-03-07,S028,26.1,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-03-08,S028,25.9,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-03-09,S028,25.8,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-03-10,S028,20.9,0.3,Light Drizzle,api_weather_20260107_105448,api_weather.csv
2023-03-11,S028,20.0,0.0,Partly Cloudy,api_weather_20260107_105448,api_weather.csv
2023-03-12,S028,21.2,0.9,Light Drizzle,api_weather_20260107_105448,api_weather.csv
2023-03-13,S028,20.1,1.3,Light Drizzle,api_weather_20260107_105448,api_weather.csv
2023-03-14,S028,21.4,0.3,Light Drizzle,api_weather_20260107_105448,api_weather.csv
2023-03-15,S028,23.0,0.1,Light Drizzle,api_weather_20260107_105448,api_weather.csv
2023-03-16,S028,20.1,0.0,Mainly Clear,api_weather_20260107_105448,api_weather.csv
2023-03-17,S028,20.3,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-03-18,S028,22.7,0.1,Light Drizzle,api_weather_20260107_105448,api_weather.csv
2023-03-19,S028,23.1,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-03-20,S028,21.9,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-03-21,S028,19.5,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-03-22,S028,19.4,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-03-23,S028,20.6,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-03-24,S028,21.0,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-03-25,S028,24.0,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-03-26,S028,20.7,2.5,Moderate Drizzle,api_weather_20260107_105448,api_weather.csv
2023-03-27,S028,21.3,0.0,Partly Cloudy,api_weather_20260107_105448,api_weather.csv
2023-03-28,S028,22.1,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-03-29,S028,22.0,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-03-30,S028,24.9,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-03-31,S028,25.1,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-04-01,S028,18.2,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-04-02,S028,18.1,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-04-03,S028,19.1,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-04-04,S028,22.1,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-04-05,S028,23.7,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-04-06,S028,26.9,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-04-07,S028,25.6,0.3,Light Drizzle,api_weather_20260107_105448,api_weather.csv
2023-04-08,S028,22.6,0.6,Light Drizzle,api_weather_20260107_105448,api_weather.csv
2023-04-09,S028,24.8,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-04-10,S028,24.8,3.0,Moderate Rain,api_weather_20260107_105448,api_weather.csv
2023-04-11,S028,26.4,4.6,Moderate Rain,api_weather_20260107_105448,api_weather.csv
2023-04-12,S028,28.1,0.3,Light Drizzle,api_weather_20260107_105448,api_weather.csv
2023-04-13,S028,23.6,0.1,Light Drizzle,api_weather_20260107_105448,api_weather.csv
2023-04-14,S028,20.5,6.3,Moderate Rain,api_weather_20260107_105448,api_weather.csv
2023-04-15,S028,20.5,2.6,Slight Rain,api_weather_20260107_105448,api_weather.csv
2023-04-16,S028,20.3,1.6,Moderate Drizzle,api_weather_20260107_105448,api_weather.csv
2023-04-17,S028,20.6,0.9,Light Drizzle,api_weather_20260107_105448,api_weather.csv
2023-04-18,S028,22.2,0.1,Light Drizzle,api_weather_20260107_105448,api_weather.csv
2023-04-19,S028,21.3,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-04-20,S028,22.3,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-04-21,S028,23.3,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-04-22,S028,25.3,0.7,Moderate Drizzle,api_weather_20260107_105448,api_weather.csv
2023-04-23,S028,26.6,0.8,Moderate Drizzle,api_weather_20260107_105448,api_weather.csv
2023-04-24,S028,29.0,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-04-25,S028,28.1,0.5,Moderate Drizzle,api_weather_20260107_105448,api_weather.csv
2023-04-26,S028,24.2,2.2,Moderate Drizzle,api_weather_20260107_105448,api_weather.csv
2023-04-27,S028,25.2,0.0,Mainly Clear,api_weather_20260107_105448,api_weather.csv
2023-04-28,S028,27.2,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-04-29,S028,28.9,0.0,Mainly Clear,api_weather_20260107_105448,api_weather.csv
2023-04-30,S028,29.1,0.0,Partly Cloudy,api_weather_20260107_105448,api_weather.csv
2023-05-01,S028,28.4,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-05-02,S028,27.3,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-05-03,S028,28.1,0.0,Mainly Clear,api_weather_20260107_105448,api_weather.csv
2023-05-04,S028,28.4,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-05-05,S028,28.4,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-05-06,S028,30.6,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-05-07,S028,33.5,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-05-08,S028,34.4,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-05-09,S028,34.8,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-05-10,S028,33.6,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-05-11,S028,33.1,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-05-12,S028,34.2,0.0,Partly Cloudy,api_weather_20260107_105448,api_weather.csv
2023-05-13,S028,35.1,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-05-14,S028,32.4,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-05-15,S028,30.5,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-05-16,S028,31.7,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-05-17,S028,33.8,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-05-18,S028,33.2,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-05-19,S028,32.4,0.1,Light Drizzle,api_weather_20260107_105448,api_weather.csv
2023-05-20,S028,32.4,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-05-21,S028,32.4,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-05-22,S028,32.8,0.0,Mainly Clear,api_weather_20260107_105448,api_weather.csv
2023-05-23,S028,33.4,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-05-24,S028,33.0,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-05-25,S028,33.0,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-05-26,S028,33.8,0.0,Mainly Clear,api_weather_20260107_105448,api_weather.csv
2023-05-27,S028,34.1,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-05-28,S028,34.4,0.0,Partly Cloudy,api_weather_20260107_105448,api_weather.csv
2023-05-29,S028,34.3,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-05-30,S028,32.2,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-05-31,S028,30.9,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-06-01,S028,34.1,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-06-02,S028,33.9,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-06-03,S028,33.3,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-06-04,S028,34.2,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-06-05,S028,34.6,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-06-06,S028,34.8,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-06-07,S028,35.5,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-06-08,S028,35.6,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-06-09,S028,34.7,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-06-10,S028,35.6,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-06-11,S028,37.2,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-06-12,S028,37.6,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-06-13,S028,37.0,0.0,Partly Cloudy,api_weather_20260107_105448,api_weather.csv
2023-06-14,S028,35.2,0.0,Partly Cloudy,api_weather_20260107_105448,api_weather.csv
2023-06-15,S028,36.6,0.0,Mainly Clear,api_weather_20260107_105448,api_weather.csv
2023-06-16,S028,35.2,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-06-17,S028,34.1,0.0,Partly Cloudy,api_weather_20260107_105448,api_weather.csv
2023-06-18,S028,34.4,0.0,Partly Cloudy,api_weather_20260107_105448,api_weather.csv
2023-06-19,S028,35.1,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-06-20,S028,35.1,0.0,Mainly Clear,api_weather_20260107_105448,api_weather.csv
2023-06-21,S028,35.3,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-06-22,S028,35.5,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-06-23,S028,36.6,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-06-24,S028,37.7,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-06-25,S028,37.1,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-06-26,S028,36.1,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-06-27,S028,36.1,0.0,Partly Cloudy,api_weather_20260107_105448,api_weather.csv
2023-06-28,S028,35.8,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-06-29,S028,35.8,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-06-30,S028,36.5,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-07-01,S028,37.4,0.0,Partly Cloudy,api_weather_20260107_105448,api_weather.csv
2023-07-02,S028,37.3,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-07-03,S028,36.6,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-07-04,S028,36.9,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-07-05,S028,35.8,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-07-06,S028,36.2,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-07-07,S028,36.7,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-07-08,S028,37.2,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-07-09,S028,37.8,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-07-10,S028,38.1,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-07-11,S028,38.5,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-07-12,S028,37.9,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-07-13,S028,36.5,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-07-14,S028,36.1,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-07-15,S028,37.8,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-07-16,S028,38.2,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-07-17,S028,37.8,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-07-18,S028,38.9,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-07-19,S028,38.2,0.0,Mainly Clear,api_weather_20260107_105448,api_weather.csv
2023-07-20,S028,38.8,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-07-21,S028,39.0,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-07-22,S028,37.7,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-07-23,S028,37.4,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-07-24,S028,37.7,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-07-25,S028,38.1,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-07-26,S028,38.0,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-07-27,S028,37.7,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-07-28,S028,37.9,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-07-29,S028,37.8,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-07-30,S028,38.0,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-07-31,S028,38.8,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-08-01,S028,38.7,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-08-02,S028,38.9,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-08-03,S028,39.4,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-08-04,S028,37.6,0.0,Mainly Clear,api_weather_20260107_105448,api_weather.csv
2023-08-05,S028,37.0,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-08-06,S028,37.4,0.0,Mainly Clear,api_weather_20260107_105448,api_weather.csv
2023-08-07,S028,36.8,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-08-08,S028,36.7,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-08-09,S028,36.8,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-08-10,S028,36.6,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-08-11,S028,37.1,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-08-12,S028,37.1,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-08-13,S028,38.2,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-08-14,S028,38.2,0.0,Partly Cloudy,api_weather_20260107_105448,api_weather.csv
2023-08-15,S028,38.0,0.0,Partly Cloudy,api_weather_20260107_105448,api_weather.csv
2023-08-16,S028,37.8,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-08-17,S028,37.5,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-08-18,S028,37.3,0.0,Partly Cloudy,api_weather_20260107_105448,api_weather.csv
2023-08-19,S028,38.0,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-08-20,S028,37.7,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-08-21,S028,36.7,0.0,Mainly Clear,api_weather_20260107_105448,api_weather.csv
2023-08-22,S028,35.7,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-08-23,S028,36.9,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-08-24,S028,38.4,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-08-25,S028,38.2,0.0,Mainly Clear,api_weather_20260107_105448,api_weather.csv
2023-08-26,S028,37.4,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-08-27,S028,36.6,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-08-28,S028,37.5,0.0,Partly Cloudy,api_weather_20260107_105448,api_weather.csv
2023-08-29,S028,38.2,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-08-30,S028,37.3,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-08-31,S028,35.0,0.0,Mainly Clear,api_weather_20260107_105448,api_weather.csv
2023-09-01,S028,35.4,0.0,Partly Cloudy,api_weather_20260107_105448,api_weather.csv
2023-09-02,S028,35.4,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-09-03,S028,34.3,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-09-04,S028,34.1,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-09-05,S028,35.0,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-09-06,S028,36.4,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-09-07,S028,36.7,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-09-08,S028,35.7,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-09-09,S028,36.0,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-09-10,S028,36.7,0.0,Partly Cloudy,api_weather_20260107_105448,api_weather.csv
2023-09-11,S028,37.2,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-09-12,S028,36.9,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-09-13,S028,35.8,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-09-14,S028,36.3,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-09-15,S028,34.9,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-09-16,S028,34.3,0.0,Partly Cloudy,api_weather_20260107_105448,api_weather.csv
2023-09-17,S028,34.7,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-09-18,S028,34.7,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-09-19,S028,34.3,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-09-20,S028,33.3,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-09-21,S028,33.2,0.0,Mainly Clear,api_weather_20260107_105448,api_weather.csv
2023-09-22,S028,34.0,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-09-23,S028,34.0,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-09-24,S028,33.3,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-09-25,S028,34.4,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-09-26,S028,34.8,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-09-27,S028,32.8,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-09-28,S028,32.4,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-09-29,S028,32.7,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-09-30,S028,32.0,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-10-01,S028,31.0,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-10-02,S028,32.3,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-10-03,S028,33.9,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-10-04,S028,33.9,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-10-05,S028,32.8,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-10-06,S028,30.8,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-10-07,S028,31.6,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-10-08,S028,31.8,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-10-09,S028,32.1,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-10-10,S028,31.1,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-10-11,S028,30.7,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-10-12,S028,30.5,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-10-13,S028,30.0,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-10-14,S028,30.3,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-10-15,S028,31.0,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-10-16,S028,31.1,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-10-17,S028,28.6,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-10-18,S028,27.6,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-10-19,S028,28.4,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-10-20,S028,28.5,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-10-21,S028,28.4,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-10-22,S028,28.0,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-10-23,S028,27.5,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-10-24,S028,27.3,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-10-25,S028,26.7,0.0,Mainly Clear,api_weather_20260107_105448,api_weather.csv
2023-10-26,S028,25.4,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-10-27,S028,25.5,0.0,Partly Cloudy,api_weather_20260107_105448,api_weather.csv
2023-10-28,S028,25.0,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-10-29,S028,24.9,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-10-30,S028,24.3,0.3,Light Drizzle,api_weather_20260107_105448,api_weather.csv
2023-10-31,S028,25.6,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-11-01,S028,25.8,0.1,Light Drizzle,api_weather_20260107_105448,api_weather.csv
2023-11-02,S028,23.5,1.2,Moderate Drizzle,api_weather_20260107_105448,api_weather.csv
2023-11-03,S028,24.4,0.3,Light Drizzle,api_weather_20260107_105448,api_weather.csv
2023-11-04,S028,24.5,0.4,Light Drizzle,api_weather_20260107_105448,api_weather.csv
2023-11-05,S028,24.6,0.4,Light Drizzle,api_weather_20260107_105448,api_weather.csv
2023-11-06,S028,24.6,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-11-07,S028,24.1,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-11-08,S028,24.3,0.0,Clear,api_weather_20260107_105448,api_weather.csv
2023-11-09,S028,22.7,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-11-10,S028,22.5,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-11-11,S028,23.1,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-11-12,S028,24.0,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
2023-11-13,S028,24.0,0.0,Overcast,api_weather_20260107_105448,api_weather.csv
